"card","pools","type","rarity","cost","target","keywords","coverage","confidence","needed_editor_effects","blockers_or_review_points","source_primitives","applied_powers","dynamic_vars","override_methods","note","source_file"
"Defile","Necrobinder","Attack","Common","1","AnyEnemy","Ethereal","Exact","High","DealDamage","supported primitives only","DealDamage","","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Defile.cs"
"Defy","Necrobinder","Skill","Common","1","AnyEnemy","Ethereal","Exact","High","GainBlock; ApplyWeak","supported primitives only","GainBlock;ApplyWeak","WeakPower","BlockVar;DynamicVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Defy.cs"
"Delay","Necrobinder","Skill","Uncommon","2","Self","","Exact","High","GainBlock; ApplyPower; ApplyPower:EnergyNextTurnPower","supported primitives only","GainBlock;ApplyPower","EnergyNextTurnPower","BlockVar;DynamicVar;EnergyVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Delay.cs"
"Demesne","Necrobinder","Power","Rare","3","Self","Ethereal","Exact","High","ApplyPower; ApplyPower:DemesnePower","supported primitives only","ApplyPower","DemesnePower","CardsVar;DynamicVar;EnergyVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Demesne.cs"
"DevourLife","Necrobinder","Power","Rare","1","Self","","Exact","High","ApplyPower; ApplyPower:DevourLifePower","supported primitives only","ApplyPower","DevourLifePower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\DevourLife.cs"
"Dirge","Necrobinder","Skill","Uncommon","0","Self","Exhaust","Almost","Medium","Summon; AddSpecificCardToHand; UpgradeCardsInPile","conditional branch; loop/repeat; randomness","Summon;AddSpecificCardToHand;UpgradeCardsInPile","","SummonVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Dirge.cs"
"DrainPower","Necrobinder","Attack","Common","1","AnyEnemy","","Almost","Medium","DealDamage; UpgradeCardsInPile","loop/repeat; randomness; custom card filter; pile scan","DealDamage;UpgradeCardsInPile","","CardsVar;DamageVar;DynamicVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\DrainPower.cs"
"Dredge","Necrobinder","Skill","Uncommon","1","Self","Exhaust;Retain","Almost","High","MoveCardsBetweenPiles","hand capacity clamp","MoveCardsBetweenPiles","","CardsVar","OnPlay;OnUpgrade","Move up to 3 selected discard cards to hand and upgrade adds Retain; exact vanilla clamps selectable count by remaining hand capacity.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Dredge.cs"
"Eidolon","Necrobinder","Skill","Rare","2","Self","Exhaust","Almost","Medium","ExhaustCards; GainIntangible","conditional branch; loop/repeat","ExhaustCards;GainIntangible","IntangiblePower","","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Eidolon.cs"
"EndOfDays","Necrobinder","Skill","Rare","3","AllEnemies","","Almost","Medium","ApplyDoom","conditional branch; loop/repeat","ApplyDoom","DoomPower","PowerVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\EndOfDays.cs"
"EnfeeblingTouch","Necrobinder","Skill","Uncommon","1","AnyEnemy","Ethereal","Exact","High","ApplyPower; ApplyPower:EnfeeblingTouchPower","supported primitives only","ApplyPower","EnfeeblingTouchPower","DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\EnfeeblingTouch.cs"
"Eradicate","Necrobinder","Attack","Rare","0","AnyEnemy","Retain","Exact","High","DealDamage","supported primitives only","DealDamage","","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Eradicate.cs"
"Fear","Necrobinder","Attack","Common","1","AnyEnemy","Ethereal","Exact","High","DealDamage; ApplyVulnerable","supported primitives only","DealDamage;ApplyVulnerable","VulnerablePower","DamageVar;DynamicVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Fear.cs"
"Fetch","Necrobinder","Attack","Uncommon","0","AnyEnemy","","Almost","Medium","DealDamage; DrawCards","conditional branch","DealDamage;DrawCards","","CardsVar;DynamicVar;OstyDamageVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Fetch.cs"
"Flatten","Necrobinder","Attack","Common","2","AnyEnemy","","Almost","Medium","DealDamage","conditional branch","DealDamage","","OstyDamageVar","AfterAttack;AfterCardEnteredCombat;OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Flatten.cs"
"ForbiddenGrimoire","Necrobinder","Power","Ancient","2","Self","Eternal","Exact","High","ApplyPower; ApplyPower:ForbiddenGrimoirePower","supported primitives only","ApplyPower","ForbiddenGrimoirePower","","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\ForbiddenGrimoire.cs"
"Friendship","Necrobinder","Power","Uncommon","1","Self","","Exact","High","ApplyPower; GainStrength; ApplyPower:FriendshipPower","supported primitives only","ApplyPower;GainStrength","FriendshipPower;StrengthPower","DynamicVar;EnergyVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Friendship.cs"
"GlimpseBeyond","Necrobinder","Skill","Rare","1","AllAllies","Exhaust","Almost","Medium","AddSpecificCardToHand","conditional branch; loop/repeat; randomness","AddSpecificCardToHand","","CardsVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\GlimpseBeyond.cs"
"GraveWarden","Necrobinder","Skill","Common","1","Self","","Almost","Medium","GainBlock; AddSpecificCardToHand","randomness","GainBlock;AddSpecificCardToHand","","BlockVar;CardsVar;DynamicVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\GraveWarden.cs"
"Graveblast","Necrobinder","Attack","Common","1","AnyEnemy","Exhaust","Exact","High","DealDamage; MoveCardsBetweenPiles","","DealDamage;MoveCardsBetweenPiles","","DamageVar","OnPlay;OnUpgrade","Deal damage and choose one discard card to move to hand; upgrade removes Exhaust and raises damage.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Graveblast.cs"
"Hang","Necrobinder","Attack","Rare","1","AnyEnemy","","Almost","Medium","DealDamage; ApplyPower; ApplyPower:HangPower","conditional branch","DealDamage;ApplyPower","HangPower","DamageVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Hang.cs"
"Haunt","Necrobinder","Power","Uncommon","1","Self","","Exact","High","ApplyPower; ApplyPower:HauntPower","supported primitives only","ApplyPower","HauntPower","HpLossVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Haunt.cs"
"HighFive","Necrobinder","Attack","Uncommon","2","AllEnemies","","Almost","Medium","DealDamage; ApplyVulnerable","conditional branch","DealDamage;ApplyVulnerable","VulnerablePower","DynamicVar;OstyDamageVar;PowerVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\HighFive.cs"
"Invoke","Necrobinder","Skill","Common","1","Self","","Exact","High","ApplyPower; ApplyPower:EnergyNextTurnPower; ApplyPower:SummonNextTurnPower","supported primitives only","ApplyPower","EnergyNextTurnPower;SummonNextTurnPower","DynamicVar;EnergyVar;SummonVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Invoke.cs"
"LegionOfBone","Necrobinder","Skill","Uncommon","2","AllAllies","Exhaust","Almost","Medium","Summon","loop/repeat; custom card filter","Summon","","SummonVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\LegionOfBone.cs"
"Lethality","Necrobinder","Power","Uncommon","1","Self","Ethereal","Exact","High","ApplyPower; ApplyPower:LethalityPower","supported primitives only","ApplyPower","LethalityPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Lethality.cs"
"Melancholy","Necrobinder","Skill","Uncommon","3","Self","","Almost","Medium","GainBlock","conditional branch","GainBlock","","BlockVar;DynamicVar;EnergyVar","AfterDeath;OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Melancholy.cs"
"Misery","Necrobinder","Attack","Rare","0","AnyEnemy","Retain","Almost","Medium","DealDamage","conditional branch; loop/repeat","DealDamage","","DamageVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Misery.cs"
"NecroMastery","Necrobinder","Power","Rare","2","Self","","Exact","High","Summon; ApplyPower; ApplyPower:NecroMasteryPower","supported primitives only","Summon;ApplyPower","NecroMasteryPower","SummonVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\NecroMastery.cs"
"NegativePulse","Necrobinder","Skill","Common","1","AllEnemies","","Almost","Medium","GainBlock; ApplyDoom","loop/repeat","GainBlock;ApplyDoom","DoomPower","BlockVar;DynamicVar;PowerVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\NegativePulse.cs"
"Neurosurge","Necrobinder","Power","Rare","0","Self","","Exact","High","DrawCards; GainEnergy; ApplyPower; ApplyPower:NeurosurgePower","supported primitives only","DrawCards;GainEnergy;ApplyPower","NeurosurgePower","CardsVar;DynamicVar;EnergyVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Neurosurge.cs"
"NoEscape","Necrobinder","Skill","Uncommon","1","AnyEnemy","","Almost","Medium","ApplyDoom","calculated amount","ApplyDoom","DoomPower","CalculatedVar;CalculationBaseVar;CalculationExtraVar;DynamicVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\NoEscape.cs"
"Oblivion","Necrobinder","Skill","Rare","0","AnyEnemy","","Exact","High","ApplyPower; ApplyPower:OblivionPower","supported primitives only","ApplyPower","OblivionPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Oblivion.cs"
"Pagestorm","Necrobinder","Power","Uncommon","1","Self","Ethereal","Exact","High","ApplyPower; ApplyPower:PagestormPower","supported primitives only","ApplyPower","PagestormPower","CardsVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Pagestorm.cs"
"Parse","Necrobinder","Skill","Uncommon","1","Self","Ethereal","Exact","High","DrawCards","supported primitives only","DrawCards","","CardsVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Parse.cs"
"Poke","Necrobinder","Attack","Common","0","AnyEnemy","","Almost","Medium","DealDamage","conditional branch","DealDamage","","OstyDamageVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Poke.cs"
"Protector","Necrobinder","Attack","Ancient","1","AnyEnemy","","Almost","Medium","DealDamage","conditional branch","DealDamage","","CalculatedDamageVar;CalculationBaseVar;DynamicVar;ExtraDamageVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Protector.cs"
"PullAggro","Necrobinder","Skill","Common","2","Self","","Exact","High","GainBlock; Summon","supported primitives only","GainBlock;Summon","","BlockVar;DynamicVar;SummonVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\PullAggro.cs"
"PullFromBelow","Necrobinder","Attack","Uncommon","1","AnyEnemy","Ethereal","Almost","Medium","DealDamage","calculated amount","DealDamage","","CalculatedVar;CalculationBaseVar;CalculationExtraVar;DamageVar;DynamicVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\PullFromBelow.cs"
"Putrefy","Necrobinder","Skill","Uncommon","1","AnyEnemy","Exhaust","Exact","High","ApplyVulnerable; ApplyWeak","supported primitives only","ApplyVulnerable;ApplyWeak","VulnerablePower;WeakPower","DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Putrefy.cs"
"Rattle","Necrobinder","Attack","Uncommon","1","AnyEnemy","","Almost","Medium","DealDamage","calculated amount; conditional branch","DealDamage","","CalculatedVar;CalculationBaseVar;CalculationExtraVar;DynamicVar;OstyDamageVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Rattle.cs"
"Reanimate","Necrobinder","Skill","Rare","3","Self","Exhaust","Exact","High","Summon","supported primitives only","Summon","","SummonVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Reanimate.cs"
"Reap","Necrobinder","Attack","Common","3","AnyEnemy","Retain","Exact","High","DealDamage","supported primitives only","DealDamage","","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Reap.cs"
"ReaperForm","Necrobinder","Power","Rare","3","Self","Retain","Exact","High","ApplyPower; ApplyPower:ReaperFormPower","supported primitives only","ApplyPower","ReaperFormPower","","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\ReaperForm.cs"
"Reave","Necrobinder","Attack","Common","1","AnyEnemy","","Almost","Medium","DealDamage; AddSpecificCardToHand; UpgradeCardsInPile","conditional branch; loop/repeat","DealDamage;AddSpecificCardToHand;UpgradeCardsInPile","","CardsVar;DamageVar;DynamicVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Reave.cs"
"RightHandHand","Necrobinder","Attack","Uncommon","0","AnyEnemy","","Almost","Medium","DealDamage; MoveCardsBetweenPiles","conditional branch","DealDamage;MoveCardsBetweenPiles","","DynamicVar;EnergyVar;OstyDamageVar","AfterCardPlayedLate;OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\RightHandHand.cs"
"Sacrifice","Necrobinder","Skill","Rare","1","Self","Retain","Almost","Medium","GainBlock","conditional branch","GainBlock","","","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Sacrifice.cs"
